ewas_beta,ewas_p,clpm_beta,clpm_p,converged,sign_opposite
-0.457245362840282,0.000822118218839092,0.340963447253833,6.66133814775094e-16,TRUE,TRUE
-0.568605300513185,9.90959463945611e-06,0.343172320437205,6.85285161949878e-11,TRUE,TRUE
-0.321341987009081,0.00543145498378754,0.375583236283088,1.99462668604156e-12,TRUE,TRUE
-0.488653835821313,0.000670005591746673,0.303633131611609,1.86403443791505e-08,TRUE,TRUE
-0.510235429951344,9.89069952114586e-05,0.315670866634552,3.45673034196636e-07,TRUE,TRUE
-0.455454140226125,2.92827056861952e-05,0.284532630925659,4.67657306657543e-07,TRUE,TRUE
-0.34706114272933,0.000541678083025844,0.389063473081962,5.45918865668682e-12,TRUE,TRUE
-0.584591872961699,3.41452814484566e-07,0.396753255815443,3.71036534829727e-13,TRUE,TRUE
-0.392157897107719,0.000362802648841646,0.337448356339462,2.06080374987039e-09,TRUE,TRUE
-0.347588840062255,0.00402071898021857,0.291081814230705,1.74328959712255e-07,TRUE,TRUE
-0.440656450662082,0.000248935463098289,0.267637364433481,5.3092978857805e-07,TRUE,TRUE
-0.442960769793596,0.000149127712034118,0.307030447732653,6.01150211831936e-08,TRUE,TRUE
-0.599699401482863,2.10135332512005e-07,0.351330719528345,2.11424211471467e-11,TRUE,TRUE
-0.508988630816118,0.000157280798929984,0.337045555993324,6.26776408552132e-11,TRUE,TRUE
-0.340313841384836,0.00416613502425528,0.280614656757285,6.06102040778822e-07,TRUE,TRUE
-0.361795831889603,0.000963644610172169,0.337767908594417,2.69197348856665e-08,TRUE,TRUE
-0.333175509492653,0.00911229077739713,0.296808933701402,4.02896505047323e-08,TRUE,TRUE
-0.430319547641114,0.000367809383470279,0.354727852056885,6.97331525856271e-10,TRUE,TRUE
-0.446098546674117,0.000122301669578615,0.272173230860099,4.73522301369656e-08,TRUE,TRUE
-0.531990648838339,0.000189336548977626,0.321020524991913,8.42594105598948e-09,TRUE,TRUE
-0.574017564753785,6.51048319934557e-06,0.293085638285763,1.26792198962278e-09,TRUE,TRUE
-0.379820715115883,0.000919748715863707,0.326572752674473,1.53254449131168e-08,TRUE,TRUE
-0.771408199880014,8.60624357127066e-09,0.395643754966908,0,TRUE,TRUE
-0.417443993722355,0.00469838318803393,0.224445265990281,3.78252825683489e-06,TRUE,TRUE
-0.504005970257667,5.80297193589951e-05,0.342851905497634,4.22646362352452e-11,TRUE,TRUE
-0.479817785913828,0.000157802942529297,0.273440937887876,2.82120496297722e-07,TRUE,TRUE
-0.645112967725955,2.43389714664073e-05,0.27245774604917,2.27912779759976e-08,TRUE,TRUE
-0.48336889861045,0.000426142221341021,0.262357081519715,2.07291530607279e-08,TRUE,TRUE
-0.610726055158725,3.51572765959368e-07,0.363487117424561,2.74987810300331e-10,TRUE,TRUE
-0.418057198095316,0.000968080207770278,0.28439587577399,1.00960766058478e-06,TRUE,TRUE
-0.654746866296492,4.00464392556128e-06,0.302911447463099,7.90256748928186e-13,TRUE,TRUE
-0.416583037953179,0.000830940146805177,0.231309919145473,1.21109263850894e-05,TRUE,TRUE
-0.531206172751143,0.00146601392176368,0.237035142089091,1.38316365028146e-08,TRUE,TRUE
-0.634021228185323,3.24424457996384e-06,0.327111154140498,3.50663964532316e-09,TRUE,TRUE
-0.311020114788091,0.0064543878905058,0.247279902808181,8.93820722325245e-06,TRUE,TRUE
-0.345057874413016,0.000355650691723495,0.371210759158136,1.55353641062561e-09,TRUE,TRUE
-0.419503711010708,0.000885281104908877,0.276963122420018,4.31009383117242e-06,TRUE,TRUE
-0.30621967172296,0.0199936845967498,0.285772459160916,3.70046314035477e-07,TRUE,TRUE
-0.625404258273038,1.79002315482834e-06,0.338804294769413,2.09645634186018e-11,TRUE,TRUE
-0.56466472743189,1.41115431884251e-05,0.290886474084899,4.54675519456771e-09,TRUE,TRUE
-0.489502815760657,3.56367591695493e-05,0.311214394997158,1.41112374896224e-07,TRUE,TRUE
-0.500355916116843,3.62359768178806e-05,0.294316374021062,7.51934584597436e-07,TRUE,TRUE
-0.438618418032754,0.000753992958562234,0.306082871785973,2.72757239017096e-09,TRUE,TRUE
-0.513610427812406,3.40992636716576e-05,0.321553212236783,6.71973343635557e-09,TRUE,TRUE
-0.698572070204897,1.42732716624708e-07,0.366320314295021,2.22044604925031e-16,TRUE,TRUE
-0.571166714239428,8.03555724780776e-06,0.219385618051219,4.00838295313566e-05,TRUE,TRUE
-0.613730383492238,3.71825757478031e-10,0.423833292118849,3.28181926079196e-13,TRUE,TRUE
-0.688789868546321,9.52527781790103e-09,0.384894050471741,1.79856129989275e-14,TRUE,TRUE
-0.391180367633524,0.00847019152272392,0.30623948052277,1.37831035473823e-09,TRUE,TRUE
-0.362135022722466,0.000893711777311414,0.287419930895092,1.24374375520819e-05,TRUE,TRUE
-0.564957564201013,2.5905232472437e-05,0.29601902255092,4.46733556813683e-08,TRUE,TRUE
-0.5344540227735,2.30778930145086e-05,0.306340815830162,1.02483705965994e-08,TRUE,TRUE
-0.496504558618794,0.00118412708588787,0.214851449296443,4.46706062939839e-05,TRUE,TRUE
-0.385565708899035,0.00657932427359094,0.26478264645658,1.08639578000336e-07,TRUE,TRUE
-0.328887857173627,0.00318642325643228,0.335840399128735,9.78894743042247e-11,TRUE,TRUE
-0.518082111783032,0.000236868876259603,0.236493464487904,1.96233123972434e-07,TRUE,TRUE
-0.302280747305003,0.00797221888563285,0.258708629461939,1.77632392430738e-05,TRUE,TRUE
-0.491309040297023,1.41846820323942e-05,0.353184162591082,2.92366131304789e-12,TRUE,TRUE
-0.74426709937712,2.04893873976601e-08,0.355896123690814,8.21565038222616e-15,TRUE,TRUE
-0.616635250411453,7.97913799307023e-07,0.330026538319028,2.1656898496758e-10,TRUE,TRUE
-0.620219591102178,2.89446387044254e-06,0.340538358474008,1.37025946145286e-11,TRUE,TRUE
-0.463261935205048,0.000869417780514502,0.337589232076959,7.02215841030807e-10,TRUE,TRUE
-0.619134805882704,6.83948308623969e-05,0.346051835717625,2.37781128120673e-10,TRUE,TRUE
-0.398903938455041,0.00196559383075831,0.306537076404642,2.78325169578153e-08,TRUE,TRUE
-0.541621547555818,8.03347753361724e-05,0.442695861348192,3.33066907387547e-15,TRUE,TRUE
-0.484423036705123,0.000127301300210073,0.287501799192591,3.41938120929086e-07,TRUE,TRUE
-0.437276713445453,0.00128832862340991,0.254551714023785,7.52799034220431e-08,TRUE,TRUE
-0.438320093221218,0.000185359237639485,0.226076658983032,6.70097280162096e-05,TRUE,TRUE
-0.528480779556528,7.47093383729284e-05,0.37727560443424,3.85469434149854e-13,TRUE,TRUE
-0.448088688102753,0.00248274959335308,0.290837214700357,1.11237861144531e-08,TRUE,TRUE
-0.527424784293767,3.09308513361863e-05,0.327598274094752,3.53315154910661e-10,TRUE,TRUE
-0.465366082743286,0.000342492011780995,0.292842903172074,1.58906747760312e-08,TRUE,TRUE
-0.436564506022887,0.00323970963842488,0.270199249435287,3.75044626688137e-07,TRUE,TRUE
-0.303407545057153,0.012397259459416,0.28990372584733,6.12851860370967e-08,TRUE,TRUE
-0.56730006536702,2.21813068112737e-06,0.417219145135998,7.68052288435683e-13,TRUE,TRUE
